id_venta;fecha_venta;id_empleado;antiguedad_vendedor;id_cliente;nombre_cliente;email_cliente;genero_cliente;edad_cliente;ciudad_cliente;region_cliente;canal_venta;producto;categoria_producto;precio_unitario;cantidad;descuento_pct;monto_total
157;2023-06-07;64;4;125;Martín Jorge Vergara Sáez;cliente125@mail.cl;Mujer;45.0;Temuco;La Araucanía;Web;TV;Electrohogar;650000;3;0.1;1755000.0
158;2023-06-08;41;4;34;Omar Maximiliano Molina Fuentes;cliente34@mail.cl;Mujer;25.0;Antofagasta;;Tienda;TV;Electrohogar;650000;2;0.1;1170000.0
159;2023-06-09;40;1;174;Alfonso José Sáez Barrientos;cliente174@mail.cl;Mujer;42.0;Talcahuano;;Tienda;TV;;650000;2;0.0;1300000.0
160;2023-06-10;58;1;219;Víctor Matamala;cliente219@mail.cl;Mujer;32.0;Puerto Montt;Los Lagos;Web;TV;;650000;1;0.1;585000.0
161;2023-06-11;27;4;60;Bárbara Molina Aranda;cliente60@mail.cl;Hombre;49.0;Viña del Mar;Valparaíso;Web;Notebook;Tecnología;750000;2;0.05;1425000.0
162;2023-06-12;47;1;227;Franklin Torres Pastén;cliente227@mail.cl;Mujer;38.0;Viña del Mar;Valparaíso;Tienda;Notebook;;750000;1;0.0;750000.0
163;2023-06-13;28;5;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Viña del Mar;;App;Perfume;;35000;1;0.0;35000.0
164;2023-06-14;30;0;211;Patricio Gonzalo Toledo Arce;cliente211@mail.cl;Hombre;44.0;Valparaíso;Valparaíso;Tienda;Zapatillas;Calzado;55000;2;0.05;104500.0
165;2023-06-15;48;6;71;Juan Rivera;cliente71@mail.cl;Mujer;42.0;Valparaíso;Valparaíso;Tienda;Polera;Vestuario;12000;3;0.1;32400.0
166;2023-06-16;5;1;267;Angélica Reyes;cliente267@mail.cl;Mujer;57.0;Talcahuano;Biobío;Web;Pantalón;Vestuario;25000;3;0.0;75000.0
167;2023-06-17;4;3;213;Germán Bustamante Valenzuela;cliente213@mail.cl;Mujer;49.0;Concepción;Biobío;Web;TV;Electrohogar;650000;1;0.0;650000.0
168;2023-06-18;40;1;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Talcahuano;Biobío;App;Refrigerador;;800000;3;0.1;2160000.0
169;2023-06-19;58;1;14;David Javier Muñoz González;cliente14@mail.cl;Hombre;18.0;Puerto Montt;;Web;Maquillaje;Belleza;15000;3;0.0;45000.0
170;2023-06-20;1;8;93;Irma Espinoza Araya;cliente93@mail.cl;Mujer;29.0;Santiago;Región Metropolitana;Tienda;Zapatillas;Calzado;55000;2;0.1;99000.0
171;2023-06-21;40;1;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;3;0.05;1282500.0
172;2023-06-22;58;1;107;Fanny María Gómez Hernández;cliente107@mail.cl;Mujer;60.0;Puerto Montt;Los Lagos;Tienda;Notebook;;750000;3;0.0;2250000.0
173;2023-06-23;56;2;40;Elizabeth Meléndez Pacheco;cliente40@mail.cl;Hombre;40.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
174;2023-06-24;13;0;163;Carlos David Miranda Cifuentes;cliente163@mail.cl;Hombre;51.0;Talcahuano;Biobío;Tienda;Polera;;12000;2;0.1;21600.0
175;2023-06-25;11;0;171;Alejandra Vega;cliente171@mail.cl;Hombre;27.0;Antofagasta;;Web;Polera;Vestuario;12000;3;0.0;36000.0
176;2023-06-26;3;1;243;Miguel Esteban Soto Silva;cliente243@mail.cl;Mujer;44.0;Valparaíso;;Tienda;Maquillaje;Belleza;15000;2;0.0;30000.0
177;2023-06-27;50;0;62;Raimundo Mario Rubilar Flores;cliente62@mail.cl;Mujer;35.0;Temuco;La Araucanía;Tienda;Polera;Vestuario;12000;2;0.1;21600.0
178;2023-06-28;46;5;12;Agustina Rosa Rojas Pastén;cliente12@mail.cl;Mujer;32.0;La Serena;;Web;Polera;Vestuario;12000;2;0.1;21600.0
179;2023-06-29;19;5;32;Carol Antonia Sandoval Chávez;cliente32@mail.cl;Mujer;60.0;Temuco;La Araucanía;Tienda;Refrigerador;Electrohogar;800000;3;0.1;2160000.0
180;2023-06-30;8;1;167;Matilda Denisse Gatica Gutiérrez;cliente167@mail.cl;Mujer;47.0;Puerto Montt;Los Lagos;Web;TV;;650000;3;0.0;1950000.0
181;2023-07-01;54;9;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Talcahuano;Biobío;Tienda;Smartphone;Tecnología;450000;3;0.0;1350000.0
182;2023-07-02;44;7;177;Benjamín Claudio Riffo Cid;cliente177@mail.cl;Mujer;38.0;Antofagasta;Antofagasta;Tienda;Lavadora;Electrohogar;700000;3;0.05;1995000.0
183;2023-07-03;24;3;229;Elsa Llanos;cliente229@mail.cl;Hombre;29.0;La Serena;Coquimbo;App;Maquillaje;;15000;3;0.0;45000.0
184;2023-07-04;14;0;92;Belén Gamboa Carvajal;cliente92@mail.cl;Mujer;49.0;Santiago;;App;Polera;Vestuario;12000;3;0.0;36000.0
185;2023-07-05;64;4;33;Jocelyn Gabriela López Guzmán;cliente33@mail.cl;Hombre;37.0;Temuco;;Tienda;Pantalón;;25000;1;0.0;25000.0
186;2023-07-06;24;3;51;Milagros Marisol Tapia Rubio;cliente51@mail.cl;Hombre;38.0;La Serena;Coquimbo;App;Pantalón;Vestuario;25000;2;0.0;50000.0
187;2023-07-07;21;5;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Puerto Montt;Los Lagos;Tienda;Polera;Vestuario;12000;3;0.0;36000.0
188;2023-07-08;5;1;104;María Anahí Mella Carrasco;cliente104@mail.cl;Mujer;28.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;2;0.1;1440000.0
189;2023-07-09;37;1;188;Felipe Cofré Molina;cliente188@mail.cl;Mujer;37.0;Viña del Mar;;Web;Refrigerador;Electrohogar;800000;3;0.1;2160000.0
190;2023-07-10;24;3;166;Sergio Carlos Pavez Díaz;cliente166@mail.cl;Mujer;42.0;La Serena;Coquimbo;Web;Lavadora;Electrohogar;700000;2;0.1;1260000.0
191;2023-07-11;29;1;144;Rolando Patricio Muñoz Barría;cliente144@mail.cl;Mujer;40.0;Viña del Mar;Valparaíso;Tienda;Pantalón;Vestuario;25000;2;0.05;47500.0
192;2023-07-12;27;4;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Viña del Mar;;Tienda;TV;;650000;3;0.1;1755000.0
193;2023-07-13;25;3;271;Ana Varela López;cliente271@mail.cl;Mujer;55.0;Puerto Montt;;Web;Zapatillas;Calzado;55000;2;0.0;110000.0
194;2023-07-14;26;6;13;Samuel Arias Gatica;cliente13@mail.cl;Mujer;40.0;Rancagua;O'Higgins;Tienda;Notebook;Tecnología;750000;2;0.0;1500000.0
195;2023-07-15;30;0;159;Patricio Luis Guzmán Herrera;cliente159@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;App;Zapatillas;;55000;2;0.1;99000.0
196;2023-07-16;31;4;176;Arturo Ángel Corvalán Salazar;cliente176@mail.cl;Mujer;47.0;Rancagua;;Web;TV;Electrohogar;650000;2;0.1;1170000.0
197;2023-07-17;35;1;253;Luis Franco Barros Hermosilla;cliente253@mail.cl;Hombre;38.0;Antofagasta;;Web;Polera;Vestuario;12000;1;0.05;11400.0
198;2023-07-18;68;2;26;Felipe Daniel González Salinas;cliente26@mail.cl;Mujer;39.0;Santiago;Región Metropolitana;Web;Maquillaje;Belleza;15000;1;0.0;15000.0
199;2023-07-19;16;3;211;Patricio Gonzalo Toledo Arce;cliente211@mail.cl;Hombre;44.0;Temuco;;Web;Smartphone;Tecnología;450000;3;0.05;1282500.0
200;2023-07-20;68;2;195;Isaac Gutiérrez;cliente195@mail.cl;Mujer;40.0;Santiago;Región Metropolitana;App;Maquillaje;;15000;3;0.0;45000.0
201;2023-07-21;3;1;231;Tomás Johan Vargas Leiva;cliente231@mail.cl;Hombre;29.0;Valparaíso;Valparaíso;Tienda;TV;Electrohogar;650000;2;0.1;1170000.0
202;2023-07-22;37;1;213;Germán Bustamante Valenzuela;cliente213@mail.cl;Mujer;49.0;Viña del Mar;Valparaíso;App;Zapatillas;Calzado;55000;1;0.05;52250.0
203;2023-07-23;8;1;148;Víctor Alejandro Ramírez Soto;cliente148@mail.cl;Hombre;22.0;Puerto Montt;Los Lagos;Tienda;Refrigerador;Electrohogar;800000;1;0.05;760000.0
204;2023-07-24;40;1;36;Josefa Plaza;cliente36@mail.cl;Mujer;23.0;Talcahuano;Biobío;Web;Smartphone;;450000;1;0.0;450000.0
205;2023-07-25;18;1;266;Claudio Fernando Morales Bravo;cliente266@mail.cl;Mujer;23.0;Talcahuano;;Tienda;TV;Electrohogar;650000;2;0.0;1300000.0
206;2023-07-26;60;1;46;Leonor María Romero Fuentes;cliente46@mail.cl;Mujer;29.0;Valparaíso;;Tienda;Maquillaje;Belleza;15000;2;0.1;27000.0
207;2023-07-27;48;6;129;Alejandra Castro Torres;cliente129@mail.cl;Mujer;39.0;Valparaíso;Valparaíso;App;TV;Electrohogar;650000;2;0.05;1235000.0
208;2023-07-28;39;6;58;Rossana Flores;cliente58@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;Tienda;Refrigerador;;800000;1;0.1;720000.0
209;2023-07-29;45;2;182;Pedro Jorge Cartes Pérez;cliente182@mail.cl;Hombre;27.0;Talcahuano;Biobío;Web;Polera;Vestuario;12000;3;0.05;34200.0
210;2023-07-30;54;9;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Talcahuano;Biobío;App;Maquillaje;Belleza;15000;3;0.05;42750.0
211;2023-07-31;57;3;273;Fernanda Pérez Calderón;cliente273@mail.cl;Mujer;51.0;Concepción;Biobío;Tienda;Polera;Vestuario;12000;2;0.0;24000.0
212;2023-08-01;19;5;22;Laura Aguilera Orellana;cliente22@mail.cl;Hombre;35.0;Temuco;;Tienda;Refrigerador;Electrohogar;800000;1;0.05;760000.0
213;2023-08-02;13;0;63;Geraldine Irma Álvarez Díaz;cliente63@mail.cl;Mujer;24.0;Talcahuano;Biobío;Tienda;Polera;Vestuario;12000;1;0.1;10800.0
214;2023-08-03;18;1;51;Milagros Marisol Tapia Rubio;cliente51@mail.cl;Hombre;38.0;Talcahuano;;Tienda;Smartphone;Tecnología;450000;2;0.1;810000.0
215;2023-08-04;65;0;25;Lissette Susan Mella Sánchez;cliente25@mail.cl;Mujer;31.0;Rancagua;O'Higgins;Tienda;Lavadora;;700000;3;0.1;1890000.0
216;2023-08-05;64;4;46;Leonor María Romero Fuentes;cliente46@mail.cl;Mujer;29.0;Temuco;;App;Pantalón;;25000;2;0.05;47500.0
217;2023-08-06;31;4;147;Alfredo Vega;cliente147@mail.cl;Mujer;23.0;Rancagua;O'Higgins;Tienda;Smartphone;Tecnología;450000;3;0.1;1215000.0
218;2023-08-07;28;5;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Viña del Mar;Valparaíso;Web;Perfume;Belleza;35000;2;0.05;66500.0
219;2023-08-08;39;6;215;Vicente Juan Cáceres Castillo;cliente215@mail.cl;Hombre;34.0;Antofagasta;Antofagasta;Web;Pantalón;Vestuario;25000;2;0.1;45000.0
220;2023-08-09;35;1;41;Romina Cruz;cliente41@mail.cl;Mujer;46.0;Antofagasta;Antofagasta;Web;Smartphone;Tecnología;450000;3;0.05;1282500.0
221;2023-08-10;33;13;50;Jorge Joaquín Sánchez Leiva;cliente50@mail.cl;Hombre;18.0;Rancagua;O'Higgins;Web;Pantalón;Vestuario;25000;1;0.0;25000.0
222;2023-08-11;64;4;66;Samuel Aguilera;cliente66@mail.cl;Hombre;54.0;Temuco;La Araucanía;Web;Refrigerador;;800000;3;0.0;2400000.0
223;2023-08-12;13;0;151;Cecilia Edith Muñoz Toro;cliente151@mail.cl;Hombre;41.0;Talcahuano;Biobío;Tienda;Maquillaje;Belleza;15000;1;0.05;14250.0
224;2023-08-13;44;7;169;Antonella Julia Urrutia Oyarzo;cliente169@mail.cl;Mujer;35.0;Antofagasta;;Tienda;Polera;Vestuario;12000;1;0.05;11400.0
225;2023-08-14;25;3;35;Melania Jessica Urrutia Palacios;cliente35@mail.cl;Mujer;47.0;Puerto Montt;Los Lagos;Web;Lavadora;Electrohogar;700000;2;0.0;1400000.0
226;2023-08-15;63;5;12;Agustina Rosa Rojas Pastén;cliente12@mail.cl;Mujer;32.0;Rancagua;;Web;TV;Electrohogar;650000;3;0.0;1950000.0
227;2023-08-16;49;1;187;Luis Guillermo Muñoz Cerda;cliente187@mail.cl;Mujer;43.0;Antofagasta;Antofagasta;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
228;2023-08-17;4;3;72;Luis Gabriel Barrera Castillo;cliente72@mail.cl;Hombre;56.0;Concepción;;App;Smartphone;;450000;1;0.0;450000.0
229;2023-08-18;68;2;237;Carlos Pérez;cliente237@mail.cl;Hombre;18.0;Santiago;Región Metropolitana;Tienda;Maquillaje;Belleza;15000;1;0.0;15000.0
230;2023-08-19;6;2;155;Gonzalo Felipe Martínez Acevedo;cliente155@mail.cl;Mujer;41.0;Concepción;;Web;TV;Electrohogar;650000;1;0.0;650000.0
231;2023-08-20;66;2;279;Osvaldo Víctor Rivera Palma;cliente279@mail.cl;Mujer;38.0;Talcahuano;Biobío;App;Notebook;;750000;2;0.0;1500000.0
232;2023-08-21;31;4;52;Susana María Soto Véliz;cliente52@mail.cl;Hombre;33.0;Rancagua;O'Higgins;Tienda;Perfume;Belleza;35000;3;0.05;99750.0
233;2023-08-22;43;0;44;Humberto José Rivera Leiva;cliente44@mail.cl;Hombre;34.0;Santiago;;Web;Notebook;;750000;1;0.0;750000.0
234;2023-08-23;25;3;131;Juan Rodríguez Acevedo;cliente131@mail.cl;Hombre;19.0;Puerto Montt;Los Lagos;App;Maquillaje;Belleza;15000;3;0.0;45000.0
235;2023-08-24;17;0;209;Eduardo Castro Rivera;cliente209@mail.cl;Hombre;44.0;Santiago;;Tienda;Refrigerador;;800000;2;0.05;1520000.0
236;2023-08-25;65;0;259;José Ángel Fuentes Gutiérrez;cliente259@mail.cl;Mujer;43.0;Rancagua;;Tienda;Perfume;Belleza;35000;3;0.0;105000.0
237;2023-08-26;42;4;176;Arturo Ángel Corvalán Salazar;cliente176@mail.cl;Mujer;47.0;Talcahuano;;Tienda;Pantalón;;25000;1;0.0;25000.0
238;2023-08-27;1;8;239;Lidia Tapia;cliente239@mail.cl;Mujer;30.0;Santiago;Región Metropolitana;Web;Lavadora;;700000;1;0.0;700000.0
239;2023-08-28;28;5;189;Gloria Lidia García Toledo;cliente189@mail.cl;Mujer;27.0;Viña del Mar;;Tienda;TV;;650000;1;0.05;617500.0
240;2023-08-29;52;0;16;Andrés Díaz Ortega;cliente16@mail.cl;Mujer;31.0;Talcahuano;Biobío;Tienda;Refrigerador;;800000;3;0.1;2160000.0
241;2023-08-30;46;5;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;La Serena;Coquimbo;Web;Lavadora;Electrohogar;700000;2;0.05;1330000.0
242;2023-08-31;64;4;164;Samuel Arias;cliente164@mail.cl;Mujer;28.0;Temuco;La Araucanía;Web;Zapatillas;Calzado;55000;3;0.05;156750.0
243;2023-09-01;67;0;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;Talcahuano;;App;Smartphone;;450000;3;0.05;1282500.0
244;2023-09-02;7;8;53;Eduardo Manuel Morales Riffo;cliente53@mail.cl;Mujer;29.0;Valparaíso;Valparaíso;Tienda;Smartphone;;450000;2;0.0;900000.0
245;2023-09-03;65;0;17;Bastián Kevin Oñate Toledo;cliente17@mail.cl;Mujer;25.0;Rancagua;;Tienda;Refrigerador;Electrohogar;800000;1;0.1;720000.0
246;2023-09-04;60;1;142;Hilda Javiera Cofré Lucero;cliente142@mail.cl;Hombre;53.0;Valparaíso;;App;Smartphone;Tecnología;450000;1;0.05;427500.0
247;2023-09-05;61;3;8;Angelo Juan Vivanco Escobar;cliente8@mail.cl;Mujer;47.0;Concepción;Biobío;Tienda;Zapatillas;;55000;2;0.0;110000.0
248;2023-09-06;49;1;63;Geraldine Irma Álvarez Díaz;cliente63@mail.cl;Mujer;24.0;Antofagasta;Antofagasta;Web;Refrigerador;Electrohogar;800000;3;0.05;2280000.0
249;2023-09-07;25;3;7;Daniela Francisca Palacios Allendes;cliente7@mail.cl;Hombre;56.0;Puerto Montt;;App;Smartphone;;450000;3;0.0;1350000.0
250;2023-09-08;55;9;114;Anahí Araya;cliente114@mail.cl;Mujer;67.0;Antofagasta;Antofagasta;App;TV;;650000;3;0.05;1852500.0
251;2023-09-09;58;1;258;Edith Uberlinda Jiménez Valenzuela;cliente258@mail.cl;Mujer;29.0;Puerto Montt;;Web;Maquillaje;Belleza;15000;3;0.0;45000.0
252;2023-09-10;43;0;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Santiago;Región Metropolitana;Tienda;Perfume;Belleza;35000;2;0.05;66500.0
253;2023-09-11;70;6;21;Alexis Juan Contreras Vega;cliente21@mail.cl;Hombre;55.0;Talcahuano;;Tienda;Notebook;Tecnología;750000;1;0.05;712500.0
254;2023-09-12;28;5;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Viña del Mar;Valparaíso;App;Perfume;Belleza;35000;1;0.05;33250.0
255;2023-09-13;60;1;122;Carlos Aranda-Ortiz;cliente122@mail.cl;Mujer;27.0;Valparaíso;Valparaíso;Tienda;Smartphone;Tecnología;450000;2;0.0;900000.0
256;2023-09-14;6;2;38;Christian Francisco Rojas Oyarzo;cliente38@mail.cl;Hombre;18.0;Concepción;Biobío;App;TV;;650000;2;0.1;1170000.0
257;2023-09-15;7;8;243;Miguel Esteban Soto Silva;cliente243@mail.cl;Mujer;44.0;Valparaíso;Valparaíso;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
258;2023-09-16;70;6;102;Vania Evelyn Leyton García;cliente102@mail.cl;Hombre;32.0;Talcahuano;Biobío;Web;Notebook;;750000;2;0.0;1500000.0
259;2023-09-17;7;8;197;Constanza Seguel Morales;cliente197@mail.cl;Mujer;27.0;Valparaíso;Valparaíso;Web;Lavadora;Electrohogar;700000;1;0.1;630000.0
260;2023-09-18;28;5;91;María Ávalos Vergara;cliente91@mail.cl;Hombre;39.0;Viña del Mar;Valparaíso;Web;Refrigerador;Electrohogar;800000;2;0.1;1440000.0
261;2023-09-19;3;1;108;Gonzalo Jorge Muñoz Reyes;cliente108@mail.cl;Hombre;40.0;Valparaíso;;Web;Polera;;12000;3;0.05;34200.0
262;2023-09-20;62;4;70;Bárbara Torres;cliente70@mail.cl;Mujer;30.0;Puerto Montt;Los Lagos;App;TV;Electrohogar;650000;2;0.1;1170000.0
263;2023-09-21;67;0;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Talcahuano;Biobío;Web;TV;Electrohogar;650000;2;0.0;1300000.0
264;2023-09-22;40;1;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;38.0;Talcahuano;Biobío;App;Polera;;12000;1;0.0;12000.0
265;2023-09-23;19;5;192;Olga Agustina Rojas Rodríguez;cliente192@mail.cl;Mujer;38.0;Temuco;La Araucanía;Tienda;Polera;Vestuario;12000;3;0.0;36000.0
266;2023-09-24;18;1;76;Benjamín Fernando Olea Retamal;cliente76@mail.cl;Hombre;47.0;Talcahuano;;Web;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
267;2023-09-25;66;2;139;Mario Fonseca;cliente139@mail.cl;Hombre;47.0;Talcahuano;Biobío;Tienda;Maquillaje;Belleza;15000;1;0.0;15000.0
268;2023-09-26;58;1;60;Bárbara Molina Aranda;cliente60@mail.cl;Hombre;49.0;Puerto Montt;;Tienda;Polera;Vestuario;12000;2;0.0;24000.0
269;2023-09-27;55;9;118;Juana Morales Novoa;cliente118@mail.cl;Mujer;23.0;Antofagasta;Antofagasta;App;Lavadora;Electrohogar;700000;2;0.0;1400000.0
270;2023-09-28;13;0;144;Rolando Patricio Muñoz Barría;cliente144@mail.cl;Mujer;40.0;Talcahuano;;Web;Maquillaje;Belleza;15000;1;0.0;15000.0
271;2023-09-29;30;0;74;Gloria Urra Ramos;cliente74@mail.cl;Hombre;56.0;Valparaíso;Valparaíso;App;Refrigerador;Electrohogar;800000;2;0.0;1600000.0
272;2023-09-30;28;5;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;Viña del Mar;Valparaíso;Web;Refrigerador;Electrohogar;800000;1;0.0;800000.0
273;2023-10-01;45;2;267;Angélica Reyes;cliente267@mail.cl;Mujer;57.0;Talcahuano;Biobío;Tienda;Perfume;;35000;3;0.1;94500.0
274;2023-10-02;34;1;269;José Patricio Valenzuela Estay;cliente269@mail.cl;Mujer;32.0;Concepción;;Tienda;Notebook;;750000;2;0.0;1500000.0
275;2023-10-03;24;3;119;Luis Víctor Garrido Cortés;cliente119@mail.cl;Hombre;51.0;La Serena;Coquimbo;Tienda;TV;Electrohogar;650000;1;0.1;585000.0
276;2023-10-04;23;0;67;Francisca Valenzuela Pavez;cliente67@mail.cl;Hombre;37.0;Concepción;Biobío;Tienda;Perfume;Belleza;35000;1;0.0;35000.0
277;2023-10-05;55;9;186;Laura Mary Sánchez Quintanilla;cliente186@mail.cl;Mujer;46.0;Antofagasta;;Tienda;Smartphone;Tecnología;450000;1;0.0;450000.0
278;2023-10-06;57;3;264;Alejandra Navarro;cliente264@mail.cl;Mujer;25.0;Concepción;;Tienda;Polera;Vestuario;12000;3;0.1;32400.0
279;2023-10-07;30;0;132;Jorge Rafael Riquelme Vargas;cliente132@mail.cl;Mujer;38.0;Valparaíso;Valparaíso;Tienda;Lavadora;Electrohogar;700000;3;0.0;2100000.0
280;2023-10-08;28;5;65;Manuel Rodríguez;cliente65@mail.cl;Hombre;47.0;Viña del Mar;;Tienda;Pantalón;Vestuario;25000;3;0.0;75000.0
281;2023-10-09;54;9;241;Gloria Leyton;cliente241@mail.cl;Mujer;28.0;Talcahuano;;Web;Zapatillas;;55000;2;0.0;110000.0
282;2023-10-10;65;0;228;Eladio Sandro Gaete Salazar;cliente228@mail.cl;Mujer;25.0;Rancagua;O'Higgins;Tienda;Polera;;12000;1;0.05;11400.0
283;2023-10-11;41;4;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Antofagasta;Antofagasta;Web;Smartphone;;450000;3;0.05;1282500.0
284;2023-10-12;1;8;196;Darwin Ramón Saavedra Pino;cliente196@mail.cl;Hombre;42.0;Santiago;;Tienda;Lavadora;Electrohogar;700000;2;0.0;1400000.0
285;2023-10-13;60;1;135;Sergio Guerrero Salazar;cliente135@mail.cl;Mujer;26.0;Valparaíso;Valparaíso;Web;Polera;Vestuario;12000;1;0.1;10800.0
286;2023-10-14;24;3;128;María Soto Castillo;cliente128@mail.cl;Mujer;31.0;La Serena;;Tienda;Maquillaje;;15000;1;0.1;13500.0
287;2023-10-15;17;0;107;Fanny María Gómez Hernández;cliente107@mail.cl;Mujer;60.0;Santiago;Región Metropolitana;Tienda;Lavadora;;700000;2;0.0;1400000.0
288;2023-10-16;50;0;73;María Bravo Vásquez;cliente73@mail.cl;Mujer;37.0;Temuco;La Araucanía;Web;Zapatillas;Calzado;55000;1;0.1;49500.0
289;2023-10-17;62;4;225;Berta Huerta García;cliente225@mail.cl;Hombre;32.0;Puerto Montt;Los Lagos;Web;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
290;2023-10-18;58;1;213;Germán Bustamante Valenzuela;cliente213@mail.cl;Mujer;49.0;Puerto Montt;Los Lagos;App;Perfume;;35000;1;0.0;35000.0
291;2023-10-19;21;5;271;Ana Varela López;cliente271@mail.cl;Mujer;55.0;Puerto Montt;;App;Perfume;;35000;3;0.05;99750.0
292;2023-10-20;62;4;3;Fernanda Carmen Mora Guerrero;cliente3@mail.cl;Hombre;45.0;Puerto Montt;;Web;Smartphone;;450000;1;0.1;405000.0
293;2023-10-21;20;0;272;Alison Araya-Millán;cliente272@mail.cl;Hombre;20.0;Temuco;;Tienda;TV;;650000;1;0.0;650000.0
294;2023-10-22;36;4;237;Carlos Pérez;cliente237@mail.cl;Hombre;18.0;Rancagua;O'Higgins;Tienda;Polera;Vestuario;12000;3;0.0;36000.0
295;2023-10-23;1;8;251;Luis Cisternas Apablaza;cliente251@mail.cl;Hombre;22.0;Santiago;Región Metropolitana;App;Perfume;Belleza;35000;2;0.0;70000.0
296;2023-10-24;4;3;214;Carlos Valdés Muñoz;cliente214@mail.cl;Hombre;45.0;Concepción;;Tienda;Maquillaje;;15000;1;0.05;14250.0
297;2023-10-25;6;2;223;Cristian Marambio Reyes;cliente223@mail.cl;Hombre;46.0;Concepción;Biobío;Web;Lavadora;Electrohogar;700000;1;0.05;665000.0
298;2023-10-26;4;3;109;Lucas Miguel San Martín Catalán;cliente109@mail.cl;Hombre;41.0;Concepción;;Tienda;Zapatillas;Calzado;55000;1;0.05;52250.0
299;2023-10-27;5;1;17;Bastián Kevin Oñate Toledo;cliente17@mail.cl;Mujer;25.0;Talcahuano;;Tienda;Smartphone;;450000;1;0.1;405000.0
300;2023-10-28;58;1;75;Máximo Pablo Leal Romero;cliente75@mail.cl;Hombre;18.0;Puerto Montt;Los Lagos;Tienda;Zapatillas;Calzado;55000;2;0.05;104500.0
301;2023-10-29;62;4;5;Marina Carolina Palacios Araneda;cliente5@mail.cl;Hombre;35.0;Puerto Montt;;App;TV;;650000;2;0.1;1170000.0
302;2023-10-30;61;3;138;John Alvarado Albornoz;cliente138@mail.cl;Mujer;34.0;Concepción;;Web;Lavadora;Electrohogar;700000;2;0.1;1260000.0
303;2023-10-31;52;0;202;Héctor Ramírez;cliente202@mail.cl;Mujer;44.0;Talcahuano;Biobío;Web;Smartphone;Tecnología;450000;3;0.05;1282500.0
304;2023-11-01;63;5;117;Rubén Castillo;cliente117@mail.cl;Mujer;38.0;Rancagua;;Web;Zapatillas;Calzado;55000;1;0.0;55000.0
305;2023-11-02;6;2;86;Rudecindo Cares;cliente86@mail.cl;Hombre;31.0;Concepción;;Web;Notebook;;750000;2;0.1;1350000.0
306;2023-11-03;30;0;237;Carlos Pérez;cliente237@mail.cl;Hombre;18.0;Valparaíso;Valparaíso;Web;TV;Electrohogar;650000;2;0.0;1300000.0
307;2023-11-04;64;4;149;Olivia Pino Pizarro;cliente149@mail.cl;Mujer;44.0;Temuco;La Araucanía;App;Zapatillas;;55000;1;0.05;52250.0
308;2023-11-05;48;6;47;Javier Diego Navarrete Peña;cliente47@mail.cl;Hombre;32.0;Valparaíso;Valparaíso;Tienda;Lavadora;;700000;3;0.0;2100000.0
309;2023-11-06;40;1;191;Claudio Rodrigo Mancilla Sáez;cliente191@mail.cl;Mujer;32.0;Talcahuano;Biobío;Web;TV;;650000;2;0.0;1300000.0
310;2023-11-07;62;4;69;Raquel Silva Méndez;cliente69@mail.cl;Mujer;42.0;Puerto Montt;Los Lagos;App;Smartphone;;450000;2;0.05;855000.0
311;2023-11-08;61;3;244;Amparo Javiera Rodríguez Contreras;cliente244@mail.cl;Hombre;48.0;Concepción;Biobío;Tienda;Zapatillas;Calzado;55000;2;0.0;110000.0
312;2023-11-09;53;1;168;Sergio Carlos Cerda-Reyes Toledo;cliente168@mail.cl;Hombre;60.0;Puerto Montt;Los Lagos;Web;TV;Electrohogar;650000;2;0.0;1300000.0
313;2023-11-10;34;1;82;Noelia Lizama;cliente82@mail.cl;Hombre;38.0;Concepción;;Tienda;Refrigerador;Electrohogar;800000;3;0.0;2400000.0
